salesperson_id,product_id,state,city,latitude,longitude,shiptonumber,customer_id,company_id,source_id,price,metric,tons,mode_id,terms,ship_start,completed
19,3,MI,PIGEON,43.8300151,-83.2699553,100543,171,34,562,155,$/st,48,2,FOB,Aug-17,yes
19,3,MI,FAIRGROVE,43.5236323,-83.5432925,200096,171,34,562,155,$/st,47,2,FOB,Aug-17,no
1,3,OK,EL RENO,35.5322741,-97.9550494,200998,41,34,560,145,$/st,26,2,FOB,Aug-17,yes
1,3,TX,WELLINGTON,34.856166,-100.2137263,201085,41,34,560,145,$/st,52,2,DEL,Aug-17,yes
24,3,MN,PLATO,44.7744064,-94.0399721,101305,1,34,563,170,$/st,23,2,FOB,Aug-17,yes
1,3,AL,SELMA,32.4073589,-87.0211007,216474,109,34,561,125,$/st,26,2,DEL,Aug-17,yes
4,3,NE,BRUNSWICK,42.3377827,-97.9706228,201006,11,34,558,150,$/st,25,2,FOB,Aug-17,no
4,3,NE,OSMOND,42.3600032,-97.5967282,201013,11,34,558,150,$/st,26,2,DEL,Aug-17,yes
4,3,NE,PENDER,42.1141648,-96.7072585,201087,11,34,558,150,$/st,102,2,FOB,Aug-17,yes
4,3,MI,CROSWELL,43.2755809,-82.621038,201003,11,34,562,155.01,$/st,85,2,DEL,Aug-17,no
4,3,MI,IMLAY CITY,43.0247496,-83.0777153,214472,11,34,562,155,$/st,44,2,FOB,Aug-17,no
19,3,ON,LEAMINGTON,42.05,-82.6,214241,141,34,562,210,$/st,37,2,FOB,Aug-17,no
12,3,OH,ASHLAND,40.8686675,-82.3182178,214711,3,34,597,155.01,$/st,23,2,DEL,Aug-17,no
12,3,OH,NEW SPRINGFIELD,40.9172826,-80.6061833,200597,3,34,597,154.99,$/st,24,2,FOB,Aug-17,yes
12,3,OH,KIDRON,40.7408894,-81.7448536,209382,3,34,597,155,$/st,23,2,DEL,Aug-17,no
9,3,TX,WALLIS,29.6313486,-96.0652362,101921,734,34,567,140,$/st,54,2,FOB,Aug-17,yes
24,3,TX,AMARILLO,35.2219971,-101.8312969,207776,1,34,557,121.1,$/st,879,1,FOB,Aug-17,yes
9,3,TX,COST,29.4374607,-97.5288825,101884,841,34,567,140,$/st,26,2,FOB,Aug-17,yes
16,1,MN,DE GRAFF,45.2632935,-95.4678064,201924,182,34,598,226,$/st,58,2,FOB,Aug-17,yes
5,2,KS,SEDGWICK,37.9166784,-97.422541,218711,54,34,577,215,$/st,81,2,FOB,Aug-17,no
9,1,OK,MENO,36.3861448,-98.177845,200588,139,34,560,240,$/st,20,2,FOB,Aug-17,no
19,3,MI,ASHLEY,43.186696,-84.4744347,206777,27,34,562,155,$/st,44,2,DEL,Aug-17,yes
19,3,IA,WILLIAMS,42.4883119,-93.5449323,218689,27,34,558,150.5,$/st,52,2,DEL,Aug-17,yes
19,3,ON,HENSALL,43.43,-81.5,100076,163,34,562,210,$/st,36,2,DEL,Aug-17,no
19,3,MI,RICHVILLE,43.4091901,-83.677185,209766,170,34,562,155,$/st,180,2,DEL,Aug-17,no
19,3,ON,WALLACEBURG,42.59,-82.39,214126,70,34,562,210,$/st,39,2,FOB,Aug-17,no
2,1,WA,MOSES LAKE,47.1301417,-119.2780771,212420,201,34,603,267,$/st,25,2,FOB,Aug-17,no
12,3,IL,SANDWICH,41.6458634,-88.6217432,100168,441,34,580,150,$/st,51,2,FOB,Aug-17,yes
12,3,IL,BOURBONNAIS,41.1416991,-87.8750429,201164,3,34,580,152,$/st,51,2,FOB,Aug-17,yes
12,3,IL,HERSCHER,41.0491989,-88.0978262,201165,3,34,580,151,$/st,25,2,FOB,Aug-17,yes
12,3,IL,GIBSON CITY,40.4584275,-88.384603,201150,3,34,580,152,$/st,25,2,FOB,Aug-17,yes
12,3,IL,ROCHELLE,41.9239178,-89.0687074,101274,442,34,580,145,$/st,79,2,DEL,Aug-17,yes
12,3,IL,ATKINSON,41.4208678,-90.0151121,200486,3,34,566,148.99,$/st,26,2,FOB,Aug-17,no
19,3,ON,WANSTEAD,42.944271,-82.028107,211234,3,34,562,215,$/st,34,2,DEL,Aug-17,no
3,3,NE,NICKERSON,41.534442,-96.470302,205687,93,34,558,154.94,$/st,25,2,FOB,Aug-17,yes
14,1,IN,VINCENNES,38.6772691,-87.5286325,203663,8,34,574,290,$/st,20,2,DEL,Aug-17,yes
2,1,WA,OAKESDALE,47.1282275,-117.2426823,204556,340,34,559,205.56,$/st,235,1,FOB,Aug-17,no
2,2,AZ,WELLTON,32.6728256,-114.1468821,207284,231,34,556,210.49,$/st,198,1,FOB,Aug-17,yes
2,2,CA,CALIPATRIA,33.1255957,-115.5141538,209945,187,34,556,210.3,$/st,497,1,DEL,Aug-17,yes
1,2,LA,CROWLEY,30.2140928,-92.3745761,207550,23,34,556,205,$/st,25,2,DEL,Aug-17,yes
1,2,LA,CROWLEY,30.2140928,-92.3745761,215936,23,34,556,205,$/st,25,2,FOB,Aug-17,yes
12,3,IL,MOUNT AUBURN,39.766154,-89.2617488,218697,94,34,571,146.5,$/st,50,2,DEL,Aug-17,no
12,1,IL,MEREDOSIA,39.8311579,-90.5595708,205310,94,34,571,266.97,$/st,20,2,FOB,Aug-17,yes
14,2,OR,HERMISTON,45.8404101,-119.2894605,215660,8,34,558,221.94,$/st,396,1,FOB,Aug-17,no
3,1,NE,SCHUYLER,41.4472309,-97.0594786,101257,356,34,570,280,$/st,20,2,FOB,Aug-17,yes
1,2,LA,NEW ORLEANS,29.9546482,-90.075072,204982,50,34,556,253,$/st,"1,465",3,FOB,Jul-17,yes
1,2,LA,NEW ORLEANS,29.9546482,-90.075072,204982,50,34,556,253,$/st,"1,465",3,DEL,Jul-17,no
12,3,OH,BELOIT,40.9231141,-80.9937025,101837,3,34,597,188,$/st,24,2,FOB,Jul-17,yes
5,3,MN,MINNEAPOLIS,44.9799654,-93.2638361,202056,5,34,605,225,$/st,50,2,DEL,Jul-17,no
9,3,KS,BREWSTER,39.3666687,-101.3768295,217312,145,34,560,200,$/st,26,2,DEL,Jul-17,yes
18,2,MO,SAINT LOUIS,38.6272733,-90.1978889,204811,698,34,556,164.5,$/st,"1,454",3,FOB,Jul-17,no
18,2,MO,SAINT LOUIS,38.6272733,-90.1978889,204811,698,34,556,164.5,$/st,"1,454",3,DEL,Jul-17,yes
9,3,OK,ALVA,36.8050308,-98.6664737,217774,139,34,560,180,$/st,50,2,FOB,Jul-17,no
6,3,NC,LUMBERTON,34.6182199,-79.0086425,209579,164,34,601,212.26,$/st,21,2,DEL,Jul-17,yes
9,3,IL,MAZON,41.2414217,-88.4195101,200541,68,34,580,172,$/st,50,2,DEL,Jul-17,no
9,3,IL,LELAND,41.6125306,-88.7995237,201984,68,34,580,172,$/st,50,2,DEL,Jul-17,no
8,1,KS,GREENSBURG,37.6027963,-99.2926131,217470,29,34,560,200,$/st,21,2,FOB,Jul-17,no
4,3,TX,CLARENDON,34.9378289,-100.8881993,204421,125,34,560,175,$/st,27,2,DEL,Jul-17,yes
4,3,TX,HARTLEY,35.8855927,-102.3968605,214396,125,34,560,175,$/st,27,2,DEL,Jul-17,no
7,2,BC,ABBOTSFORD,49.06,-122.3,101266,599,34,559,305.08,$/st,404,1,DEL,Jul-17,yes
14,1,IA,RADCLIFFE,42.3152613,-93.4343757,208463,8,34,572,240,$/st,41,2,DEL,Jul-17,yes
3,3,NE,FAIRFIELD,40.4316782,-98.1058806,208210,1,34,564,180,$/st,25,2,FOB,Jul-17,no
9,3,TX,SUNRAY,36.0167027,-101.824616,101844,704,34,560,185,$/st,27,2,FOB,Jul-17,no
4,3,NE,SCOTTSBLUFF,41.8666341,-103.6671662,206219,11,34,564,180,$/st,26,2,DEL,Jul-17,yes
4,3,WI,JANESVILLE,42.6827885,-89.0187223,207194,49,34,580,170,$/st,79,2,DEL,Jul-17,yes
5,3,TX,DALHART,36.0594772,-102.5132497,206506,81,34,560,175,$/st,25,2,FOB,Jul-17,yes
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,24,2,DEL,Jul-17,yes
8,3,IA,HARTLEY,43.1799725,-95.4769513,100450,29,34,558,180,$/st,50,2,FOB,Jul-17,yes
8,3,NE,FAIRFIELD,40.4316782,-98.1058806,208210,29,34,564,180,$/st,28,2,DEL,Jul-17,yes
3,3,NE,AINSWORTH,42.5499993,-99.8626236,100386,297,34,558,190,$/st,30,2,FOB,Jul-17,no
10,1,WI,DORCHESTER,45.0030238,-90.3356913,216149,188,34,563,305,$/st,41,2,DEL,Jul-17,no
10,3,MN,ALDEN,43.6702334,-93.5760513,101386,492,34,572,180,$/st,51,2,DEL,Jul-17,yes
5,3,TX,MEMPHIS,34.7247758,-100.5340144,208140,827,34,560,175,$/st,27,2,DEL,Jul-17,no
5,3,TX,FARNSWORTH,36.3211431,-100.966264,206337,827,34,560,175,$/st,27,2,FOB,Jul-17,yes
4,3,NE,IMPERIAL,40.5169402,-101.6432253,207497,613,34,564,180,$/st,181,2,FOB,Jul-17,yes
5,3,OK,SHATTUCK,36.2758728,-99.8812321,204218,132,34,560,180,$/st,51,2,DEL,Jul-17,no
6,3,NC,PLYMOUTH,35.8668281,-76.7485555,217134,158,34,599,155,$/st,26,2,DEL,Jul-17,no
19,3,MI,EDMORE,43.4080869,-85.0386317,213707,142,34,591,195.01,$/st,48,2,FOB,Jul-17,no
12,3,OH,ANDOVER,41.6067211,-80.572296,204475,3,34,597,170,$/st,25,2,FOB,Jul-17,yes
12,3,OH,ORWELL,41.5350551,-80.8681437,216405,3,34,597,170,$/st,24,2,DEL,Jul-17,yes
12,3,OH,CANFIELD,41.0250584,-80.7609121,200646,3,34,597,170,$/st,25,2,FOB,Jul-17,yes
12,3,OH,DEERFIELD,41.0245024,-81.0500944,207786,3,34,597,170,$/st,25,2,FOB,Jul-17,no
9,3,TX,SUNRAY,36.0167027,-101.824616,101844,704,34,560,185,$/st,27,2,FOB,Jul-17,yes
2,3,CA,KERMAN,36.7235572,-120.059879,200975,187,34,602,200,$/st,28,2,DEL,Jul-17,no
2,3,AZ,WELLTON,32.6728256,-114.1468821,207284,231,34,556,124.2,$/st,194,1,DEL,Jul-17,yes
2,3,AZ,YUMA,32.7253249,-114.624397,207075,231,34,556,124.16,$/st,294,1,FOB,Jul-17,no
3,3,KS,ISABEL,37.4666865,-98.550361,100666,219,34,560,175.1,$/st,25,2,FOB,Jul-17,yes
8,2,SD,MENNO,43.2397131,-97.5778442,215231,29,34,558,190,$/st,29,2,DEL,Jul-17,no
14,3,SD,MITCHELL,43.7094283,-98.0297992,208282,8,34,558,175.43,$/st,54,2,DEL,Jul-17,yes
9,3,CO,MONTE VISTA,37.5791696,-106.1480843,211297,706,34,560,148.03,$/st,28,2,FOB,Jul-17,no
8,3,IL,INGRAHAM,38.8361573,-88.333933,210239,29,34,565,165,$/st,27,2,FOB,Jul-17,yes
8,3,TX,GRUVER,36.2650314,-101.4062723,214149,29,34,560,180,$/st,76,2,FOB,Jul-17,yes
5,3,TX,DALHART,36.0594772,-102.5132497,206506,81,34,560,175,$/st,125,2,FOB,Jul-17,no
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,100,2,DEL,Jul-17,no
5,3,OK,ALTUS,34.6381255,-99.3339754,206942,1,34,560,180,$/st,27,2,FOB,Jul-17,yes
3,3,NE,KEARNEY,40.699457,-99.0814767,202716,21,34,564,180,$/st,29,2,DEL,Jul-17,yes
3,3,NE,DONIPHAN,40.7719572,-98.3695069,202723,21,34,564,180,$/st,26,2,FOB,Jul-17,yes
19,3,MI,EDMORE,43.4080869,-85.0386317,213707,142,34,591,195.01,$/st,188,2,FOB,Jul-17,yes
2,3,CA,FIVE POINTS,36.4293948,-120.1029244,218448,231,34,602,200,$/st,76,2,FOB,Jul-17,no
6,3,OH,CANAL FULTON,40.8897784,-81.597623,216315,656,34,597,170,$/st,24,2,FOB,Jul-17,no
12,3,IL,MAZON,41.2414217,-88.4195101,200541,3,34,580,170,$/st,50,2,FOB,Jul-17,no
5,3,OK,FORT COBB,35.097838,-98.4356131,202628,322,34,560,180,$/st,26,2,DEL,Jul-17,yes
5,3,NE,ELM CREEK,40.7194545,-99.3720431,209119,1,34,564,180,$/st,26,2,DEL,Jul-17,yes
5,3,NE,HOLDREGE,40.4402885,-99.3698217,214693,1,34,564,180,$/st,50,2,FOB,Jul-17,yes
3,3,NE,SCHUYLER,41.4472309,-97.0594786,101257,356,34,585,180,$/st,24,2,DEL,Jul-17,yes
3,3,KS,ISABEL,37.4666865,-98.550361,100666,219,34,560,175.1,$/st,52,2,FOB,Jul-17,yes
5,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,207591,3,34,556,253,$/st,"1,517",3,DEL,Jul-17,yes
5,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,207591,3,34,556,253,$/st,"1,517",3,FOB,Jul-17,no
1,4,GA,DOUGLAS,31.5088073,-82.8498654,206714,50,34,561,159.94,$/st,399,1,DEL,Jul-17,no
1,4,GA,ELLENTON,31.1760205,-83.587389,208112,50,34,561,159.93,$/st,100,1,DEL,Jul-17,yes
1,4,GA,BAINBRIDGE,30.9037995,-84.5754699,212253,50,34,561,159.95,$/st,400,1,FOB,Jul-17,yes
1,4,GA,ALBANY,31.5785074,-84.155741,207843,50,34,561,160,$/st,400,1,DEL,Jul-17,yes
1,4,GA,SMITHVILLE,31.9004451,-84.2518549,210280,50,34,561,160,$/st,100,1,DEL,Jul-17,no
1,4,GA,CAMILLA,31.2312933,-84.2104611,205658,50,34,561,159.94,$/st,100,1,DEL,Jul-17,yes
1,4,GA,ROCHELLE,31.9510105,-83.4562744,206715,50,34,561,160,$/st,200,1,FOB,Jul-17,yes
18,2,MO,SAINT LOUIS,38.6272733,-90.1978889,204811,698,34,556,164.5,$/st,"1,458",3,FOB,Jul-17,no
18,2,MO,SAINT LOUIS,38.6272733,-90.1978889,204811,698,34,556,164.5,$/st,"1,458",3,DEL,Jul-17,no
11,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,207591,1,34,556,162.23,$/st,"1,603",3,FOB,Jul-17,no
1,1,KS,COPELAND,37.5419685,-100.6296,217800,23,34,560,315,$/st,21,2,FOB,Jul-17,no
3,3,KS,ENSIGN,37.6527997,-100.2337527,206594,303,34,560,180,$/st,25,2,FOB,Jul-17,no
5,2,LA,PORT ALLEN,30.4521351,-91.2101081,202687,54,34,556,190,$/st,25,2,FOB,Jul-17,no
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,52,2,DEL,Jul-17,yes
1,4,FL,LAKE CITY,30.1896756,-82.6392899,205211,239,34,561,176.13,$/st,501,1,FOB,Jul-17,no
5,3,TX,MEMPHIS,34.7247758,-100.5340144,208140,827,34,560,175,$/st,27,2,FOB,Jul-17,no
9,3,TX,DALHART,36.0594772,-102.5132497,101967,833,34,560,172.61,$/st,26,2,FOB,Jul-17,no
9,3,TX,SUNRAY,36.0167027,-101.824616,101844,704,34,560,185,$/st,53,2,DEL,Jul-17,yes
9,3,CO,MONTE VISTA,37.5791696,-106.1480843,211297,706,34,560,148.03,$/st,27,2,FOB,Jul-17,yes
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,25,2,FOB,Jul-17,yes
1,4,AL,DECATUR,34.6059254,-86.9833417,202487,109,34,561,167.69,$/st,199,1,FOB,Jul-17,yes
10,3,MN,ALDEN,43.6702334,-93.5760513,101386,492,34,572,175,$/st,101,2,FOB,Jul-17,yes
13,3,MN,STEWARTVILLE,43.8555186,-92.4885079,101535,5,34,563,188.57,$/st,46,2,DEL,Jul-17,yes
6,4,MS,COFFEEVILLE,33.9767793,-89.675641,211856,254,34,561,220,$/st,24,2,DEL,Jul-17,no
13,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,207591,5,34,556,167.82,$/st,"1,491",3,FOB,Jul-17,yes
19,3,MI,MIDDLETON,43.1833659,-84.7088895,100402,189,34,591,226.29,$/st,98,2,FOB,Jul-17,yes
5,3,KS,BUCKLIN,37.5472429,-99.6342901,206106,8,34,560,204.99,$/st,46,2,FOB,Jul-17,no
5,2,NE,GREENWOOD,40.9627758,-96.4411197,205556,645,34,558,250,$/st,29,2,FOB,Jul-17,yes
3,3,KS,GARDEN CITY,37.9716898,-100.8726618,218587,309,34,560,159.75,$/st,26,2,DEL,Jul-17,no
4,3,NE,HEARTWELL,40.5705702,-98.787853,203395,26,34,564,175,$/st,52,2,FOB,Jul-17,yes
5,3,NE,INDIANOLA,40.2344497,-100.4173683,202159,556,34,564,175,$/st,29,2,DEL,Jul-17,no
5,3,TX,MEMPHIS,34.7247758,-100.5340144,208140,827,34,560,173,$/st,52,2,FOB,Jul-17,yes
5,2,TX,GREENVILLE,33.1384488,-96.1108066,203098,12,34,556,190,$/st,51,2,FOB,Jul-17,yes
5,3,OK,FAY,35.8133797,-98.6578597,217942,5,34,560,175,$/st,166,2,FOB,Jul-17,yes
6,3,NC,LUMBERTON,34.6182199,-79.0086425,209579,164,34,601,212.27,$/st,21,2,FOB,Jul-17,no
5,3,MO,STARK CITY,36.8622887,-94.1857693,215693,54,34,557,180,$/st,24,2,DEL,Jul-17,no
4,3,NE,HEARTWELL,40.5705702,-98.787853,203395,26,34,564,180,$/st,52,2,DEL,Jul-17,yes
5,3,TX,DALHART,36.0594772,-102.5132497,206506,81,34,560,175,$/st,26,2,FOB,Jul-17,yes
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,50,2,FOB,Jul-17,no
3,3,KS,ENSIGN,37.6527997,-100.2337527,206594,303,34,560,180,$/st,78,2,DEL,Jul-17,yes
10,1,WI,DORCHESTER,45.0030238,-90.3356913,216149,188,34,563,260,$/st,62,2,FOB,Jul-17,yes
5,2,LA,PORT ALLEN,30.4521351,-91.2101081,202687,54,34,556,190,$/st,23,2,FOB,Jul-17,no
12,3,IL,OBLONG,39.0019867,-87.9089205,217419,5,34,565,175,$/st,25,2,DEL,Jul-17,yes
7,2,AB,NOBLEFORD,49.87350834,-113.0533504,206412,46,34,559,334,$/st,392,2,DEL,Jul-17,yes
19,1,ON,BELMONT,42.88,-81.06,211628,141,34,562,550,$/st,30,2,FOB,Jul-17,no
7,2,AB,STANDARD,51.11074323,-112.981596,207974,543,34,559,334,$/st,50,2,DEL,Jul-17,no
4,3,TX,CLARENDON,34.9378289,-100.8881993,204421,125,34,560,175,$/st,25,2,DEL,Jul-17,no
7,2,AB,MEDICINE HAT,50.041069,-110.678093,217062,686,34,559,346,$/st,680,2,FOB,Jul-17,yes
7,2,AB,BENALTO,52.306298,-114.2752,202103,497,34,559,318,$/st,98,2,DEL,Jul-17,yes
7,2,AB,STETTLER,52.33,-112.68,210515,444,34,559,329,$/st,146,2,FOB,Jul-17,no
7,2,AB,GLEICHEN,50.864929,-113.053948,211613,42,34,559,334,$/st,99,2,DEL,Jul-17,yes
14,2,SD,WALLACE,45.0860724,-97.4759166,208237,8,34,558,205,$/st,33,2,FOB,Jul-17,no
3,3,IA,GALVA,42.5069289,-95.4172221,100693,1,34,558,180,$/st,63,2,FOB,Jul-17,no
3,3,NE,FAIRFIELD,40.4316782,-98.1058806,208210,1,34,564,180,$/st,25,2,FOB,Jul-17,yes
14,1,KS,OFFERLE,37.8908512,-99.5578985,100460,8,34,560,200,$/st,21,2,FOB,Jul-17,yes
13,2,SD,HITCHCOCK,44.629702,-98.4095385,218609,5,34,558,180,$/st,64,2,FOB,Jul-17,yes
13,2,SD,MARION,43.4230394,-97.2606153,100021,5,34,558,180,$/st,93,2,FOB,Jul-17,yes
4,3,NE,SCOTTSBLUFF,41.8666341,-103.6671662,206219,11,34,564,180,$/st,85,2,FOB,Jul-17,yes
13,2,SD,LAKE PRESTON,44.3635802,-97.377294,206539,19,34,558,180,$/st,80,2,DEL,Jul-17,no
5,3,TX,DALHART,36.0594772,-102.5132497,206506,81,34,560,175,$/st,24,2,FOB,Jul-17,yes
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,26,2,FOB,Jul-17,no
5,3,TX,GRUVER,36.2650314,-101.4062723,214469,81,34,560,175,$/st,25,2,DEL,Jul-17,yes
5,3,TX,SLATON,33.4373113,-101.6434915,206502,81,34,557,144.43,$/st,484,1,DEL,Jul-17,yes
5,3,TX,DIMMITT,34.5509028,-102.3118607,211565,81,34,557,139.33,$/st,482,1,DEL,Jul-17,no
13,2,SD,MITCHELL,43.7094283,-98.0297992,208282,143,34,558,183,$/st,178,2,FOB,Jul-17,yes
8,3,IA,HARTLEY,43.1799725,-95.4769513,100450,29,34,558,180,$/st,25,2,FOB,Jul-17,yes
8,4,MO,MOBERLY,39.4183689,-92.4382367,212274,608,34,561,211.04,$/st,24,2,DEL,Jul-17,no
8,3,NE,FAIRFIELD,40.4316782,-98.1058806,208210,29,34,564,180,$/st,83,2,FOB,Jul-17,yes
3,3,NE,AINSWORTH,42.5499993,-99.8626236,100386,297,34,558,190,$/st,264,2,FOB,Jul-17,yes
3,3,NE,STUART,42.5991677,-99.1426014,100736,111,34,558,231.76,$/st,109,2,FOB,Jul-17,no
13,2,SD,PIERRE,44.3683156,-100.3509665,100534,34,34,558,177,$/st,65,2,FOB,Jul-17,yes
3,1,NE,CRESTON,41.7066754,-97.362543,100592,131,34,558,240,$/st,22,2,FOB,Jul-17,yes
10,1,WI,DORCHESTER,45.0030238,-90.3356913,216149,188,34,563,305,$/st,41,2,DEL,Jul-17,no
8,3,IL,ROSEVILLE,40.7322617,-90.6645784,204950,69,34,566,165,$/st,25,2,FOB,Jul-17,yes
1,4,FL,LAKE CITY,30.1896756,-82.6392899,205211,239,34,561,176,$/st,48,2,FOB,Jul-17,no
5,3,OK,ERICK,35.2153299,-99.8664925,214018,54,34,560,180,$/st,52,2,FOB,Jul-17,yes
13,1,ND,HANKINSON,46.069681,-96.9017476,200790,8,34,590,215.4,$/st,21,2,FOB,Jul-17,yes
5,3,NE,HEMINGFORD,42.3216288,-103.0729757,100656,557,34,564,180,$/st,25,2,DEL,Jul-17,yes
8,3,NE,RANDOLPH,42.3786127,-97.3570005,100676,29,34,558,180,$/st,30,2,FOB,Jul-17,yes
8,3,NE,KILGORE,42.9383394,-100.9557047,101623,29,34,558,180,$/st,25,2,FOB,Jul-17,yes
4,3,MI,SHELBY,42.6708659,-83.0329844,211419,11,34,591,194.99,$/st,44,2,FOB,Jul-17,yes
5,2,NE,GRANT,40.8419409,-101.725172,200183,330,34,558,175,$/st,25,2,DEL,Jul-17,no
5,3,TX,MEMPHIS,34.7247758,-100.5340144,208140,827,34,560,175,$/st,25,2,FOB,Jul-17,no
9,3,TX,DALHART,36.0594772,-102.5132497,101967,833,34,560,172.61,$/st,25,2,DEL,Jul-17,no
4,3,NE,OSMOND,42.3600032,-97.5967282,201013,11,34,558,180,$/st,102,2,FOB,Jul-17,yes
8,3,TX,BOOKER,36.4533648,-100.5373673,210804,29,34,560,180,$/st,28,2,FOB,Jul-17,yes
2,2,CA,LATHROP,37.8227046,-121.27661,216970,218,34,556,241,$/st,99,1,DEL,Jul-17,yes
1,4,TX,MASON,30.7487884,-99.230611,211968,192,34,561,220,$/st,24,2,FOB,Jul-17,yes
4,3,NE,IMPERIAL,40.5169402,-101.6432253,207497,613,34,564,180,$/st,81,2,FOB,Jul-17,yes
5,3,OK,SHATTUCK,36.2758728,-99.8812321,204218,132,34,560,180,$/st,50,2,DEL,Jul-17,yes
12,3,OH,ANDOVER,41.6067211,-80.572296,204475,3,34,597,170,$/st,49,2,FOB,Jul-17,yes
12,3,OH,BELOIT,40.9231141,-80.9937025,101837,3,34,597,170,$/st,25,2,FOB,Jul-17,yes
12,3,PA,LEWISTOWN,40.5992395,-77.571382,218542,3,34,597,170,$/st,25,2,DEL,Jul-17,no
9,3,TX,SUNRAY,36.0167027,-101.824616,101844,704,34,560,185,$/st,27,2,DEL,Jul-17,yes
2,2,AZ,CASA GRANDE,32.8795022,-111.7573521,100002,213,34,556,176.95,$/st,496,1,DEL,Jul-17,yes
2,2,AZ,CASA GRANDE,32.8795022,-111.7573521,203493,12,34,556,178.95,$/st,200,1,FOB,Jul-17,yes
14,3,UT,DELTA,39.3521777,-112.57717,207793,8,34,558,139.87,$/st,98,1,FOB,Jul-17,yes
2,3,CA,HANFORD,36.3274502,-119.6456844,209708,187,34,602,200,$/st,73,2,FOB,Jul-17,yes
2,3,CA,KERMAN,36.7235572,-120.059879,200975,187,34,602,200,$/st,27,2,DEL,Jul-17,no
2,3,CA,BAKERSFIELD,35.3732921,-119.0187125,207209,231,34,557,134.08,$/st,485,1,FOB,Jul-17,yes
1,3,KY,HARTFORD,37.4511591,-86.9091596,218590,23,34,565,165,$/st,24,2,FOB,Jul-17,yes
6,3,OH,WARREN,41.2375569,-80.8184166,212184,52,34,597,160,$/st,25,2,FOB,Jul-17,no
8,2,SD,MENNO,43.2397131,-97.5778442,215231,29,34,558,190,$/st,25,2,FOB,Jul-17,yes
14,3,SD,MITCHELL,43.7094283,-98.0297992,208282,8,34,558,175.43,$/st,109,2,DEL,Jul-17,yes
2,3,WA,PLYMOUTH,45.9345771,-119.350296,100557,258,34,557,127.65,$/st,"8,274",#N/A,FOB,Jul-17,no
9,3,CO,MONTE VISTA,37.5791696,-106.1480843,211297,706,34,560,148.03,$/st,52,2,DEL,Jul-17,no
10,3,WI,PLOVER,44.4563579,-89.544007,211602,513,34,561,136.41,$/st,197,1,FOB,Jul-17,yes
19,2,AZ,PHOENIX,33.4483771,-112.0740373,215052,502,34,556,180.89,$/st,100,1,FOB,Jul-17,no
6,3,VA,STAUNTON,38.149576,-79.0716958,101196,154,34,599,155,$/st,50,2,FOB,Jul-17,no
8,3,IL,INGRAHAM,38.8361573,-88.333933,210239,29,34,565,165,$/st,27,2,DEL,Jul-17,yes
8,3,TX,GRUVER,36.2650314,-101.4062723,214149,29,34,560,180,$/st,50,2,FOB,Jul-17,no
5,3,TX,TEXLINE,36.3778066,-103.0240968,100503,81,34,560,175,$/st,102,2,DEL,Jul-17,yes
3,3,NE,GRAND ISLAND,40.9250123,-98.3420068,202730,21,34,564,180,$/st,104,2,DEL,Jul-17,yes
19,3,MI,BEAR LAKE,44.420835,-86.148143,216588,82,34,591,195.01,$/st,44,2,DEL,Jul-17,yes
2,3,ID,MURTAUGH,42.492414,-114.1622508,204796,532,34,558,135.13,$/st,585,1,DEL,Jul-17,no
8,2,SD,TABOR,42.9486088,-97.658954,209992,29,34,558,190,$/st,31,2,DEL,Jul-17,yes
8,2,SD,DELMONT,43.2674898,-98.1622978,202201,29,34,558,190,$/st,59,2,DEL,Jul-17,yes
8,2,SD,LESTERVILLE,43.0394406,-97.5956206,209991,29,34,558,190,$/st,26,2,FOB,Jul-17,yes
19,3,MI,WAYLAND,42.6739208,-85.6447438,100925,146,34,591,195.01,$/st,44,2,FOB,Jul-17,yes
5,3,NE,ARCADIA,41.4233426,-99.126204,100788,54,34,564,180,$/st,26,2,FOB,Jul-17,no
5,3,CO,FORT LUPTON,40.0847055,-104.8130275,218583,1,34,564,180,$/st,50,2,DEL,Jul-17,no
5,3,NE,ELM CREEK,40.7194545,-99.3720431,209119,1,34,564,180,$/st,52,2,DEL,Jul-17,yes
5,3,NE,MILLER,40.927787,-99.3931555,203120,1,34,564,180,$/st,25,2,FOB,Jul-17,yes
19,3,MI,MIDDLETON,43.1833659,-84.7088895,214432,146,34,591,195.01,$/st,175,2,FOB,Jul-17,yes
13,1,MN,RICE,45.7519099,-94.2202723,201901,364,34,598,265,$/st,40,2,DEL,Jul-17,yes
13,3,MN,DASSEL,45.0816298,-94.3069284,217197,5,34,563,190,$/st,27,2,DEL,Jul-17,yes
